path,filename,canvas_w,canvas_h,canvas_area,canvas_tiles_w,canvas_tiles_h,canvas_multiple_of_tile,visible_left,visible_top,visible_right_exclusive,visible_bottom_exclusive,visible_w,visible_h,visible_bbox_area,visible_tiles_w_ceil,visible_tiles_h_ceil,transparent_pixel_count,transparent_pixel_pct,bbox_empty_pct,margin_left,margin_top,margin_right,margin_bottom,max_margin_px,max_margin_tiles,parsed_dim_hint,parsed_frame_hint,suggested_trim_canvas_w,suggested_trim_canvas_h,suggested_trim_tiles_w,suggested_trim_tiles_h,issues,suspicious
sprites/operator/runtime/idle/operator_idle_sheet_a1.png,operator_idle_sheet_a1.png,256,512,131072,8.0,16.0,True,31,56,248,474,217,418,90706,7,14,92345,0.7045,0.308,31,56,8,38,56,1.75,,,224,448,7,14,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
tiles/interiors/runtime/props_hazard_marker_01_48x48.png,props_hazard_marker_01_48x48.png,58,57,3306,1.812,1.781,False,5,5,53,53,48,48,2304,2,2,2005,0.6065,0.3031,5,5,5,4,5,0.156,48x48,,64,64,2,2,CANVAS_NOT_MULTIPLE_OF_TILE,True
sprites/operator/runtime/body/ranged_2h/operator__body__ranged_2h__run_01__w__5f__96.png,operator__body__ranged_2h__run_01__w__5f__96.png,480,96,46080,15.0,3.0,True,28,14,448,91,420,77,32340,14,3,37785,0.82,0.2982,28,14,32,5,32,1.0,,5f__96,448,96,14,3,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/body/melee_heavy/operator_body_melee_heavy_baked.png,operator_body_melee_heavy_baked.png,672,96,64512,21.0,3.0,True,33,10,640,85,607,75,45525,19,3,54803,0.8495,0.2943,33,10,32,11,33,1.031,,,608,96,19,3,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/enemies/drone/runtime/reaction/drone_hit.png,drone_hit.png,256,128,32768,8.0,4.0,True,5,4,246,100,241,96,23136,8,3,23338,0.7122,0.2939,5,4,10,28,28,0.875,,,256,96,8,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/body/melee_fast/operator_body_melee_2h_baked-sheet.png,operator_body_melee_2h_baked-sheet.png,672,96,64512,21.0,3.0,True,33,10,641,85,608,75,45600,19,3,54537,0.8454,0.2932,33,10,31,11,33,1.031,,,608,96,19,3,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/body/melee_fast/operator_body_melee_2h_baked.png,operator_body_melee_2h_baked.png,672,96,64512,21.0,3.0,True,33,10,641,85,608,75,45600,19,3,54537,0.8454,0.2932,33,10,31,11,33,1.031,,,608,96,19,3,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/enemies/enemy_marine/runtime/body/enemy_marine__body__unarmed__idle_01__e__4f__96.png,enemy_marine__body__unarmed__idle_01__e__4f__96.png,384,96,36864,12.0,3.0,True,26,8,352,88,326,80,26080,11,3,27641,0.7498,0.2925,26,8,32,8,32,1.0,,4f__96,352,96,11,3,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/enemies/enemy_marine/runtime/body/enemy_marine__body__unarmed__idle_01__w__4f__96.png,enemy_marine__body__unarmed__idle_01__w__4f__96.png,384,96,36864,12.0,3.0,True,32,8,358,88,326,80,26080,11,3,27641,0.7498,0.2925,32,8,26,8,32,1.0,,4f__96,352,96,11,3,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/environment/props/terminal/runtime/body/builder_terminal__body__interaction__activate__omni__4f__48.png,builder_terminal__body__interaction__activate__omni__4f__48.png,96,96,9216,3.0,3.0,True,7,3,88,84,81,81,6561,3,3,6690,0.7259,0.2881,7,3,8,12,12,0.375,,4f__48,96,96,3,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/environment/props/terminal/runtime/body/computer_terminal__body__interaction__activate__omni__4f__48.png,computer_terminal__body__interaction__activate__omni__4f__48.png,96,96,9216,3.0,3.0,True,7,3,88,84,81,81,6561,3,3,6641,0.7206,0.2881,7,3,8,12,12,0.375,,4f__48,96,96,3,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/curated/body/default/walk_up_body.png,walk_up_body.png,480,96,46080,15.0,3.0,True,25,12,454,89,429,77,33033,14,3,36202,0.7856,0.2831,25,12,26,7,26,0.812,,,448,96,14,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/curated/body/default_locomotion/walk_up_body.png,walk_up_body.png,480,96,46080,15.0,3.0,True,25,12,454,89,429,77,33033,14,3,36202,0.7856,0.2831,25,12,26,7,26,0.812,,,448,96,14,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/live_review/body/walk_up.png,walk_up.png,480,96,46080,15.0,3.0,True,25,12,454,89,429,77,33033,14,3,36202,0.7856,0.2831,25,12,26,7,26,0.812,,,448,96,14,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/idle/operator_idle_sheet_a10.png,operator_idle_sheet_a10.png,256,512,131072,8.0,16.0,True,0,65,223,488,223,423,94329,7,14,91135,0.6953,0.2803,0,65,33,24,65,2.031,,,224,448,7,14,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/idle/operator_idle_sheet_a2.png,operator_idle_sheet_a2.png,256,512,131072,8.0,16.0,True,0,65,223,488,223,423,94329,7,14,91135,0.6953,0.2803,0,65,33,24,65,2.031,,,224,448,7,14,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/body/ranged_2h/operator__body__ranged_2h__run_01__e__5f__96.png,operator__body__ranged_2h__run_01__e__5f__96.png,480,96,46080,15.0,3.0,True,22,14,453,91,431,77,33187,14,3,37785,0.82,0.2798,22,14,27,5,27,0.844,,5f__96,448,96,14,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/enemies/enemy_marine/runtime/body/enemy_marine__body__unarmed__idle_01__s__4f__96.png,enemy_marine__body__unarmed__idle_01__s__4f__96.png,384,96,36864,12.0,3.0,True,21,10,362,88,341,78,26598,11,3,25185,0.6832,0.2785,21,10,22,8,22,0.688,,4f__96,352,96,11,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/enemies/enemy_grunt/runtime/body/enemy_grunt__body__melee__fast_01__w__10f__96.png,enemy_grunt__body__melee__fast_01__w__10f__96.png,960,96,92160,30.0,3.0,True,25,17,936,90,911,73,66503,29,3,76540,0.8305,0.2784,25,17,24,6,25,0.781,,10f__96,928,96,29,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/enemies/enemy_grunt/runtime/body/enemy_grunt__body__melee__fast_01__e__10f__96.png,enemy_grunt__body__melee__fast_01__e__10f__96.png,960,96,92160,30.0,3.0,True,23,17,935,90,912,73,66576,29,3,76119,0.8259,0.2776,23,17,25,6,25,0.781,,10f__96,928,96,29,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/body/unarmed/operator__body__unarmed__heavy_01__s__7f__96.png,operator__body__unarmed__heavy_01__s__7f__96.png,672,96,64512,21.0,3.0,True,31,9,653,84,622,75,46650,20,3,52985,0.8213,0.2769,31,9,19,12,31,0.969,,7f__96,640,96,20,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/enemies/enemy_grunt/runtime/body/enemy_grunt__body__melee__fast_01__10f__96.png,enemy_grunt__body__melee__fast_01__10f__96.png,960,96,92160,30.0,3.0,True,22,17,936,90,914,73,66722,29,3,76501,0.8301,0.276,22,17,24,6,24,0.75,,10f__96,928,96,29,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/enemies/enemy_grunt/runtime/body/enemy_grunt__body__melee__fast_01__w__11f__96.png,enemy_grunt__body__melee__fast_01__w__11f__96.png,1056,96,101376,33.0,3.0,True,22,17,1032,90,1010,73,73730,32,3,84077,0.8294,0.2727,22,17,24,6,24,0.75,,11f__96,1024,96,32,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/enemies/enemy_grunt/runtime/body/enemy_grunt__body__melee__fast_01__sw__10f__96.png,enemy_grunt__body__melee__fast_01__sw__10f__96.png,960,96,92160,30.0,3.0,True,23,14,932,88,909,74,67266,29,3,78695,0.8539,0.2701,23,14,28,8,28,0.875,,10f__96,928,96,29,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/animation_base/body/core_locomotion/walking_base.png,walking_base.png,6144,96,589824,192.0,3.0,True,32,14,6107,85,6075,71,431325,190,3,535660,0.9082,0.2687,32,14,37,11,37,1.156,,,6080,96,190,3,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/enemies/enemy_grunt/runtime/body/enemy_grunt__body__melee__fast_01__se__10f__96.png,enemy_grunt__body__melee__fast_01__se__10f__96.png,960,96,92160,30.0,3.0,True,28,14,941,88,913,74,67562,29,3,78695,0.8539,0.2669,28,14,19,8,28,0.875,,10f__96,928,96,29,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/enemies/enemy_marine/runtime/body/enemy_marine__body__unarmed__idle_01__se__4f__96.png,enemy_marine__body__unarmed__idle_01__se__4f__96.png,384,96,36864,12.0,3.0,True,20,6,360,86,340,80,27200,11,3,25199,0.6836,0.2622,20,6,24,10,24,0.75,,4f__96,352,96,11,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/body/unarmed/operator__body__unarmed__run_01__sw__4f__96.png,operator__body__unarmed__run_01__sw__4f__96.png,384,96,36864,12.0,3.0,True,27,5,355,88,328,83,27224,11,3,29230,0.7929,0.2615,27,5,29,8,29,0.906,,4f__96,352,96,11,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
tiles/interiors/runtime/props_hazard_marker_02_48x48.png,props_hazard_marker_02_48x48.png,48,48,2304,1.5,1.5,False,2,5,46,44,44,39,1716,2,2,1258,0.546,0.2552,2,5,2,4,5,0.156,48x48,,64,64,2,2,CANVAS_NOT_MULTIPLE_OF_TILE,True
sprites/operator/runtime/body/unarmed/operator__body__unarmed__run_01__se__4f__96.png,operator__body__unarmed__run_01__se__4f__96.png,384,96,36864,12.0,3.0,True,30,5,361,88,331,83,27473,11,3,29230,0.7929,0.2547,30,5,23,8,30,0.938,,4f__96,352,96,11,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/body/unarmed/operator__body__unarmed__heavy_01__n__8f__96.png,operator__body__unarmed__heavy_01__n__8f__96.png,768,96,73728,24.0,3.0,True,24,10,741,87,717,77,55209,23,3,59146,0.8022,0.2512,24,10,27,9,27,0.844,,8f__96,736,96,23,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/body/ranged_2h/operator__body__ranged__stance_01__e__12f__96.png,operator__body__ranged__stance_01__e__12f__96.png,1152,96,110592,36.0,3.0,True,29,9,1137,84,1108,75,83100,35,3,86790,0.7848,0.2486,29,9,15,12,29,0.906,,12f__96,1120,96,35,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/curated/body/ranged_2h/fire_body.png,fire_body.png,384,288,110592,12.0,9.0,True,17,15,383,243,366,228,83448,12,8,102267,0.9247,0.2454,17,15,1,45,45,1.406,,,384,256,12,8,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/enemies/enemy_marine/runtime/body/enemy_marine__body__unarmed__idle_01__sw__4f__96.png,enemy_marine__body__unarmed__idle_01__sw__4f__96.png,384,96,36864,12.0,3.0,True,24,6,365,88,341,82,27962,11,3,24663,0.669,0.2415,24,6,19,8,24,0.75,,4f__96,352,96,11,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/idle/operator_idle_sheet_a7.png,operator_idle_sheet_a7.png,256,512,131072,8.0,16.0,True,9,66,251,479,242,413,99946,8,13,86458,0.6596,0.2375,9,66,5,33,66,2.062,,,256,416,8,13,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/vehicles/hover_buggy/runtime/hover_buggy_idle.png,hover_buggy_idle.png,2048,256,524288,64.0,8.0,True,21,41,2018,242,1997,201,401397,63,7,419377,0.7999,0.2344,21,41,30,14,41,1.281,,,2016,224,63,7,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/animation_base/body/melee/fast_attack_right_base.png,fast_attack_right_base.png,1152,128,147456,36.0,4.0,True,21,6,1103,112,1082,106,114692,34,4,135446,0.9186,0.2222,21,6,49,16,49,1.531,,,1088,128,34,4,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/body/unarmed/operator__body__unarmed__run_01__e__5f__96.png,operator__body__unarmed__run_01__e__5f__96.png,480,96,46080,15.0,3.0,True,19,8,451,91,432,83,35856,14,3,37757,0.8194,0.2219,19,8,29,5,29,0.906,,5f__96,448,96,14,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/enemies/drone/runtime/reaction/drone_stagger.png,drone_stagger.png,384,128,49152,12.0,4.0,True,13,10,378,115,365,105,38325,12,4,34147,0.6947,0.2203,13,10,6,13,13,0.406,,,384,128,12,4,HIGH_TRANSPARENT_PIXEL_RATIO,True
tiles/interiors/runtime/prop_canister_tall_01_36x40.png,prop_canister_tall_01_36x40.png,32,43,1376,1.0,1.344,False,1,5,30,42,29,37,1073,1,2,394,0.2863,0.2202,1,5,2,1,5,0.156,36x40,,32,64,1,2,CANVAS_NOT_MULTIPLE_OF_TILE,True
sprites/operator/runtime/body/unarmed/operator__body__unarmed__arrival_01__s__9f__96.png,operator__body__unarmed__arrival_01__s__9f__96.png,864,96,82944,27.0,3.0,True,24,4,837,84,813,80,65040,26,3,60718,0.732,0.2159,24,4,27,12,27,0.844,,9f__96,832,96,26,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/body/ranged_2h/operator_body_ranged_2h_reloading-sheet.png,operator_body_ranged_2h_reloading-sheet.png,384,192,73728,12.0,6.0,True,33,6,368,180,335,174,58290,11,6,67552,0.9162,0.2094,33,6,16,12,33,1.031,,,352,192,11,6,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
tiles/interiors/runtime/props_bin_scrap_01_56x36.png,props_bin_scrap_01_56x36.png,56,36,2016,1.75,1.125,False,2,2,52,34,50,32,1600,2,1,608,0.3016,0.2063,2,2,4,2,4,0.125,56x36,,64,32,2,1,CANVAS_NOT_MULTIPLE_OF_TILE,True
sprites/operator/runtime/body/unarmed/operator__body__unarmed__death_01__omni__6f__96.png,operator__body__unarmed__death_01__omni__6f__96.png,576,96,55296,18.0,3.0,True,22,0,552,83,530,83,43990,17,3,43595,0.7884,0.2045,22,0,24,13,24,0.75,,6f__96,544,96,17,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/body/unarmed/operator__body__unarmed__idle_01__n__10f__96.png,operator__body__unarmed__idle_01__n__10f__96.png,960,96,92160,30.0,3.0,True,29,3,929,86,900,83,74700,29,3,75669,0.8211,0.1895,29,3,31,10,31,0.969,,10f__96,928,96,29,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/body/unarmed/operator__body__unarmed__fast_01__n__6f__96.png,operator__body__unarmed__fast_01__n__6f__96.png,576,96,55296,18.0,3.0,True,9,7,549,90,540,83,44820,17,3,44130,0.7981,0.1895,9,7,27,6,27,0.844,,6f__96,544,96,17,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/body/modular_lower/idle_lower_8dir.png,idle_lower_8dir.png,576,768,442368,18.0,24.0,True,33,41,544,752,511,711,363321,16,23,405836,0.9174,0.1787,33,41,32,16,41,1.281,,,512,736,16,23,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/body/ranged_2h/operator_body_ranged_2h_reloading.png,operator_body_ranged_2h_reloading.png,384,192,73728,12.0,6.0,True,33,6,374,185,341,179,61039,11,6,67354,0.9135,0.1721,33,6,10,7,33,1.031,,,352,192,11,6,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/body/ranged_2h/operator_reloading.png,operator_reloading.png,384,192,73728,12.0,6.0,True,33,6,374,185,341,179,61039,11,6,67354,0.9135,0.1721,33,6,10,7,33,1.031,,,352,192,11,6,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/curated/body/ranged_2h/operator_reloading.png,operator_reloading.png,384,192,73728,12.0,6.0,True,33,6,374,185,341,179,61039,11,6,67354,0.9135,0.1721,33,6,10,7,33,1.031,,,352,192,11,6,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/curated/body/ranged_2h/reload_body.png,reload_body.png,384,192,73728,12.0,6.0,True,33,6,374,185,341,179,61039,11,6,67354,0.9135,0.1721,33,6,10,7,33,1.031,,,352,192,11,6,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/body/unarmed/operator__body__unarmed__fast_01__s__6f__96.png,operator__body__unarmed__fast_01__s__6f__96.png,576,96,55296,18.0,3.0,True,5,10,545,96,540,86,46440,17,3,44737,0.809,0.1602,5,10,31,0,31,0.969,,6f__96,544,96,17,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/curated/body/melee_2h/fast_recovery_body.png,fast_recovery_body.png,192,192,36864,6.0,6.0,True,3,2,169,189,166,187,31042,6,6,31386,0.8514,0.1579,3,2,23,3,23,0.719,,,192,192,6,6,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/body/melee_heavy/operator_body_melee_heavy_2h_baked_katana-sheet.png,operator_body_melee_heavy_2h_baked_katana-sheet.png,672,192,129024,21.0,6.0,True,33,10,672,181,639,171,109269,20,6,117242,0.9087,0.1531,33,10,0,11,33,1.031,,,640,192,20,6,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
tiles/interiors/runtime/props_steel_locker_01_44x64.png,props_steel_locker_01_44x64.png,50,66,3300,1.562,2.062,False,2,2,46,66,44,64,2816,2,2,497,0.1506,0.1467,2,2,4,0,4,0.125,44x64,,64,64,2,2,CANVAS_NOT_MULTIPLE_OF_TILE,True
runtime/sundered_keep/_extraction_review/terrain_cliffs_ocean_detected_bboxes.png,terrain_cliffs_ocean_detected_bboxes.png,1448,1086,1572528,45.25,33.938,False,46,31,1385,1047,1339,1016,1360424,42,32,620288,0.3945,0.1349,46,31,63,39,63,1.969,,,1344,1024,42,32,CANVAS_NOT_MULTIPLE_OF_TILE;LARGE_TRANSPARENT_MARGIN,True
tiles/interiors/runtime/props_steel_chest_01_54x30.png,props_steel_chest_01_54x30.png,54,30,1620,1.688,0.938,False,1,2,53,29,52,27,1404,2,1,288,0.1778,0.1333,1,2,1,1,2,0.062,54x30,,64,32,2,1,CANVAS_NOT_MULTIPLE_OF_TILE,True
runtime/sundered_keep/_extraction_review/doors_traversal_detected_bboxes.png,doors_traversal_detected_bboxes.png,1448,1086,1572528,45.25,33.938,False,28,35,1389,1037,1361,1002,1363722,43,32,533992,0.3396,0.1328,28,35,59,49,59,1.844,,,1376,1024,43,32,CANVAS_NOT_MULTIPLE_OF_TILE;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/curated/body/default/run_down_body.png,run_down_body.png,384,96,36864,12.0,3.0,True,13,0,351,96,338,96,32448,11,3,32804,0.8899,0.1198,13,0,33,0,33,1.031,,,352,96,11,3,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/body/melee_fast/melee_fast_baked_operator_only.png,melee_fast_baked_operator_only.png,1152,96,110592,36.0,3.0,True,21,2,1124,91,1103,89,98167,35,3,93806,0.8482,0.1123,21,2,28,5,28,0.875,,,1120,96,35,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/curated/body/melee_2h/fast_attack_right_body_12f.png,fast_attack_right_body_12f.png,1152,96,110592,36.0,3.0,True,21,2,1124,91,1103,89,98167,35,3,93806,0.8482,0.1123,21,2,28,5,28,0.875,,,1120,96,35,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/live_review/body/melee_fast_baked_operator_only.png,melee_fast_baked_operator_only.png,1152,96,110592,36.0,3.0,True,21,2,1124,91,1103,89,98167,35,3,93806,0.8482,0.1123,21,2,28,5,28,0.875,,,1120,96,35,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/melee_fast_baked_operator_only.png,melee_fast_baked_operator_only.png,1152,96,110592,36.0,3.0,True,21,2,1124,91,1103,89,98167,35,3,93806,0.8482,0.1123,21,2,28,5,28,0.875,,,1120,96,35,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/enemies/enemy_brawler/runtime/body/enemy_brawler__body__melee__fast-windup_01__s__6f__128.png,enemy_brawler__body__melee__fast-windup_01__s__6f__128.png,768,128,98304,24.0,4.0,True,27,3,763,122,736,119,87584,23,4,65004,0.6613,0.109,27,3,5,6,27,0.844,,6f__128,736,128,23,4,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/effects/runtime/block_spark/block_spark_4f_128.png,block_spark_4f_128.png,512,128,65536,16.0,4.0,True,30,0,487,128,457,128,58496,15,4,57885,0.8833,0.1074,30,0,25,0,30,0.938,,,480,128,15,4,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/body/unarmed/operator__body__unarmed__walk_01__n__7f__96.png,operator__body__unarmed__walk_01__n__7f__96.png,672,96,64512,21.0,3.0,True,20,2,649,94,629,92,57868,20,3,52103,0.8076,0.103,20,2,23,2,23,0.719,,7f__96,640,96,20,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
runtime/sundered_keep/_extraction_review/props_caskets_misc_detected_bboxes.png,props_caskets_misc_detected_bboxes.png,1448,1086,1572528,45.25,33.938,False,30,29,1410,1058,1380,1029,1420020,44,33,503920,0.3205,0.097,30,29,38,28,38,1.188,,,1408,1056,44,33,CANVAS_NOT_MULTIPLE_OF_TILE;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/body/melee_fast/melee_fast_attack_baked.png,melee_fast_attack_baked.png,768,96,73728,24.0,3.0,True,0,2,753,91,753,89,67017,24,3,59665,0.8093,0.091,0,2,15,5,15,0.469,,,768,96,24,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/curated/body/melee_2h/fast_attack_2_right_body.png,fast_attack_2_right_body.png,480,288,138240,15.0,9.0,True,0,12,456,288,456,276,125856,15,9,128430,0.929,0.0896,0,12,24,0,24,0.75,,,480,288,15,9,HIGH_TRANSPARENT_PIXEL_RATIO,True
runtime/sundered_keep/_extraction_review/props_tables_crates_detected_bboxes.png,props_tables_crates_detected_bboxes.png,1448,1086,1572528,45.25,33.938,False,22,30,1421,1057,1399,1027,1436773,44,33,515009,0.3275,0.0863,22,30,27,29,30,0.938,,,1408,1056,44,33,CANVAS_NOT_MULTIPLE_OF_TILE,True
sprites/operator/runtime/body/melee_heavy/operator_2h_heavy_3layer.png,operator_2h_heavy_3layer.png,672,288,193536,21.0,9.0,True,34,10,672,288,638,278,177364,20,9,180133,0.9307,0.0836,34,10,0,0,34,1.062,,,640,288,20,9,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/curated/body/melee_2h/heavy_attack_right_3layer_7f.png,heavy_attack_right_3layer_7f.png,672,288,193536,21.0,9.0,True,34,10,672,288,638,278,177364,20,9,180133,0.9307,0.0836,34,10,0,0,34,1.062,,,640,288,20,9,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/live_review/body/operator_2h_heavy_3layer.png,operator_2h_heavy_3layer.png,672,288,193536,21.0,9.0,True,34,10,672,288,638,278,177364,20,9,180133,0.9307,0.0836,34,10,0,0,34,1.062,,,640,288,20,9,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/vehicles/hover_buggy/runtime/hover_buggy_idle_hover_clean.png,hover_buggy_idle_hover_clean.png,1592,117,186264,49.75,3.656,False,8,4,1587,113,1579,109,172111,50,4,87913,0.472,0.076,8,4,5,4,8,0.25,,,1600,128,50,4,CANVAS_NOT_MULTIPLE_OF_TILE,True
sprites/vehicles/hover_buggy/runtime/hover_buggy_move_horiz_clean.png,hover_buggy_move_horiz_clean.png,1540,110,169400,48.125,3.438,False,14,5,1513,110,1499,105,157395,47,4,89220,0.5267,0.0709,14,5,27,0,27,0.844,,,1504,128,47,4,CANVAS_NOT_MULTIPLE_OF_TILE,True
sprites/operator/runtime/body/melee_fast/melee_fast_baked_katana_effects.png,melee_fast_baked_katana_effects.png,1152,96,110592,36.0,3.0,True,5,0,1084,96,1079,96,103584,34,3,107884,0.9755,0.0634,5,0,68,0,68,2.125,,,1088,96,34,3,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/curated/overlay/melee_2h/fast_attack_fx_12f.png,fast_attack_fx_12f.png,1152,96,110592,36.0,3.0,True,5,0,1084,96,1079,96,103584,34,3,107884,0.9755,0.0634,5,0,68,0,68,2.125,,,1088,96,34,3,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/fallen_star_katana__melee_1h__fast_fx.png,fallen_star_katana__melee_1h__fast_fx.png,1152,96,110592,36.0,3.0,True,5,0,1084,96,1079,96,103584,34,3,107884,0.9755,0.0634,5,0,68,0,68,2.125,,,1088,96,34,3,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/live_review/overlays/fallen_star_katana__melee_1h__fast_fx.png,fallen_star_katana__melee_1h__fast_fx.png,1152,96,110592,36.0,3.0,True,5,0,1084,96,1079,96,103584,34,3,107884,0.9755,0.0634,5,0,68,0,68,2.125,,,1088,96,34,3,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/body/melee_fast/melee_fast_baked_katana.png,melee_fast_baked_katana.png,1152,96,110592,36.0,3.0,True,4,0,1096,95,1092,95,103740,35,3,107101,0.9684,0.062,4,0,56,1,56,1.75,,,1120,96,35,3,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/curated/overlay/melee_2h/fast_attack_weapon_12f.png,fast_attack_weapon_12f.png,1152,96,110592,36.0,3.0,True,4,0,1096,95,1092,95,103740,35,3,107101,0.9684,0.062,4,0,56,1,56,1.75,,,1120,96,35,3,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
