path,filename,canvas_w,canvas_h,canvas_area,canvas_tiles_w,canvas_tiles_h,canvas_multiple_of_tile,visible_left,visible_top,visible_right_exclusive,visible_bottom_exclusive,visible_w,visible_h,visible_bbox_area,visible_tiles_w_ceil,visible_tiles_h_ceil,transparent_pixel_count,transparent_pixel_pct,bbox_empty_pct,margin_left,margin_top,margin_right,margin_bottom,max_margin_px,max_margin_tiles,parsed_dim_hint,parsed_frame_hint,suggested_trim_canvas_w,suggested_trim_canvas_h,suggested_trim_tiles_w,suggested_trim_tiles_h,issues,suspicious
runtime/sundered_keep/props/prop_furniture/prop_chapel_pew_01.png,prop_chapel_pew_01.png,96,64,6144,3.0,2.0,True,20,2,76,62,56,60,3360,2,2,3971,0.6463,0.4531,20,2,20,2,20,0.625,,,64,64,2,2,LARGE_BBOX_EMPTY_AREA,True
sprites/operator/runtime/body/unarmed/operator__body__unarmed__fast_01__e__5f__96.png,operator__body__unarmed__fast_01__e__5f__96.png,480,96,46080,15.0,3.0,True,24,26,460,84,436,58,25288,14,2,37826,0.8209,0.4512,24,26,20,12,26,0.812,,5f__96,448,64,14,2,LARGE_BBOX_EMPTY_AREA;HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/curated/body/unarmed/fast_attack_east_body.png,fast_attack_east_body.png,480,96,46080,15.0,3.0,True,24,26,460,84,436,58,25288,14,2,37826,0.8209,0.4512,24,26,20,12,26,0.812,,,448,64,14,2,LARGE_BBOX_EMPTY_AREA;HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/body/melee_2h/operator_body_melee_2h_block_exit_source.png,operator_body_melee_2h_block_exit_source.png,192,192,36864,6.0,6.0,True,29,18,183,150,154,132,20328,5,5,33961,0.9213,0.4486,29,18,9,42,42,1.312,,,160,160,5,5,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/idle/operator_idle_main_alternate.png,operator_idle_main_alternate.png,384,96,36864,12.0,3.0,True,35,18,358,81,323,63,20349,11,2,32471,0.8808,0.448,35,18,26,15,35,1.094,,,352,64,11,2,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
tiles/interiors/runtime/props_container_flat_01_56x36.png,props_container_flat_01_56x36.png,64,48,3072,2.0,1.5,False,5,10,58,42,53,32,1696,2,1,1444,0.4701,0.4479,5,10,6,6,10,0.312,56x36,,64,32,2,1,CANVAS_NOT_MULTIPLE_OF_TILE,True
sprites/operator/runtime/body/melee_fast/operator_body_melee_fast_baked8.png,operator_body_melee_fast_baked8.png,96,96,9216,3.0,3.0,True,2,14,75,84,73,70,5110,3,3,7712,0.8368,0.4455,2,14,21,12,21,0.656,,,96,96,3,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
tiles/interiors/runtime/props_ammo_crate_01_40x32.png,props_ammo_crate_01_40x32.png,48,48,2304,1.5,1.5,False,5,8,45,40,40,32,1280,2,1,1060,0.4601,0.4444,5,8,3,8,8,0.25,40x32,,64,32,2,1,CANVAS_NOT_MULTIPLE_OF_TILE,True
sprites/operator/runtime/body/unarmed/operator__body__unarmed__light_hitreact_01__s__3f__96.png,operator__body__unarmed__light_hitreact_01__s__3f__96.png,288,96,27648,9.0,3.0,True,26,19,260,85,234,66,15444,8,3,22390,0.8098,0.4414,26,19,28,11,28,0.875,,3f__96,256,96,8,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/enemies/drone/runtime/idle/drone_idle.png,drone_idle.png,256,128,32768,8.0,4.0,True,11,21,240,101,229,80,18320,8,3,23949,0.7309,0.4409,11,21,16,27,27,0.844,,,256,96,8,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/animation_base/body/core_locomotion/running_base.png,running_base.png,12288,96,1179648,384.0,3.0,True,36,26,12254,80,12218,54,659772,382,2,1082544,0.9177,0.4407,36,26,34,16,36,1.125,,,12224,64,382,2,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/body/melee_2h/operator_body_melee_2h_stance.png,operator_body_melee_2h_stance.png,384,96,36864,12.0,3.0,True,18,25,336,90,318,65,20670,10,3,32406,0.8791,0.4393,18,25,48,6,48,1.5,,,320,96,10,3,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/curated/body/melee_2h/stance_front_body.png,stance_front_body.png,384,96,36864,12.0,3.0,True,18,25,336,90,318,65,20670,10,3,32406,0.8791,0.4393,18,25,48,6,48,1.5,,,320,96,10,3,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/live_review/body/operator_body_melee_2h_stance.png,operator_body_melee_2h_stance.png,384,96,36864,12.0,3.0,True,18,25,336,90,318,65,20670,10,3,32406,0.8791,0.4393,18,25,48,6,48,1.5,,,320,96,10,3,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/body/unarmed/operator__body__unarmed__heavy_01__w__7f__96.png,operator__body__unarmed__heavy_01__w__7f__96.png,672,96,64512,21.0,3.0,True,24,26,648,84,624,58,36192,20,2,52862,0.8194,0.439,24,26,24,12,26,0.812,,7f__96,640,64,20,2,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/body/melee/operator__body__melee__light_01__s__6f__97.png,operator__body__melee__light_01__s__6f__97.png,96,96,9216,3.0,3.0,True,4,10,73,85,69,75,5175,3,3,7253,0.787,0.4385,4,10,23,11,23,0.719,,6f__97,96,96,3,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/body/unarmed/operator__body__unarmed__fast_recovery_01__e__3f__96.png,operator__body__unarmed__fast_recovery_01__e__3f__96.png,288,96,27648,9.0,3.0,True,22,21,265,85,243,64,15552,8,2,21933,0.7933,0.4375,22,21,23,11,23,0.719,,3f__96,256,64,8,2,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/environment/props/terminal/runtime/body/builder_terminal__body__interaction__activate__omni__7f__48.png,builder_terminal__body__interaction__activate__omni__7f__48.png,896,128,114688,28.0,4.0,True,31,30,859,108,828,78,64584,26,3,104080,0.9075,0.4369,31,30,37,20,37,1.156,,7f__48,832,96,26,3,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/idle/operator_idle_sheet_a9.png,operator_idle_sheet_a9.png,256,512,131072,8.0,16.0,True,27,116,223,493,196,377,73892,7,12,91013,0.6944,0.4362,27,116,33,19,116,3.625,,,224,384,7,12,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/body/unarmed/operator__body__unarmed__heavy_01__e__7f__96.png,operator__body__unarmed__heavy_01__e__7f__96.png,672,96,64512,21.0,3.0,True,24,26,652,84,628,58,36424,20,2,52869,0.8195,0.4354,24,26,20,12,26,0.812,,7f__96,640,64,20,2,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/body/unarmed/operator__body__unarmed__fast_recovery_01__w__3f__96.png,operator__body__unarmed__fast_recovery_01__w__3f__96.png,288,96,27648,9.0,3.0,True,17,21,264,85,247,64,15808,8,2,21933,0.7933,0.4282,17,21,24,11,24,0.75,,3f__96,256,64,8,2,HIGH_TRANSPARENT_PIXEL_RATIO,True
tiles/interiors/runtime/props_cart_tool_01_54x36.png,props_cart_tool_01_54x36.png,60,50,3000,1.875,1.562,False,4,9,56,42,52,33,1716,2,2,1552,0.5173,0.428,4,9,4,8,9,0.281,54x36,,64,64,2,2,CANVAS_NOT_MULTIPLE_OF_TILE,True
runtime/sundered_keep/terrain/cliffs/cliff_edge_s.png,cliff_edge_s.png,64,96,6144,2.0,3.0,True,2,35,62,94,60,59,3540,2,2,2741,0.4461,0.4238,2,35,2,2,35,1.094,,,64,64,2,2,LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/body/melee_2h/operator_body_melee_2h_block_enter.png,operator_body_melee_2h_block_enter.png,384,96,36864,12.0,3.0,True,33,18,351,85,318,67,21306,10,3,32455,0.8804,0.422,33,18,33,11,33,1.031,,,320,96,10,3,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/curated/body/melee_2h/block_enter_body_4f.png,block_enter_body_4f.png,384,96,36864,12.0,3.0,True,33,18,351,85,318,67,21306,10,3,32455,0.8804,0.422,33,18,33,11,33,1.031,,,320,96,10,3,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/live_review/body/operator_body_melee_2h_block_enter.png,operator_body_melee_2h_block_enter.png,384,96,36864,12.0,3.0,True,33,18,351,85,318,67,21306,10,3,32455,0.8804,0.422,33,18,33,11,33,1.031,,,320,96,10,3,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/idle/operator_stance_melee_2h.png,operator_stance_melee_2h.png,192,192,36864,6.0,6.0,True,33,18,191,153,158,135,21330,5,5,34340,0.9315,0.4214,33,18,1,39,39,1.219,,,160,160,5,5,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/body/unarmed/operator__body__unarmed__fast_01__e__3f__96.png,operator__body__unarmed__fast_01__e__3f__96.png,288,96,27648,9.0,3.0,True,26,19,287,81,261,62,16182,9,2,22086,0.7988,0.4147,26,19,1,15,26,0.812,,3f__96,288,64,9,2,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/curated/body/default_locomotion/run_down_body.png,run_down_body.png,384,96,36864,12.0,3.0,True,32,26,352,95,320,69,22080,10,3,32849,0.8911,0.401,32,26,32,1,32,1.0,,,320,96,10,3,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/body/unarmed/operator__body__unarmed__walk_01__s__6f__96.png,operator__body__unarmed__walk_01__s__6f__96.png,576,96,55296,18.0,3.0,True,28,18,547,82,519,64,33216,17,2,45061,0.8149,0.3993,28,18,29,14,29,0.906,,6f__96,544,64,17,2,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/idle/operator_idle_sheet_a4.png,operator_idle_sheet_a4.png,256,512,131072,8.0,16.0,True,21,73,208,497,187,424,79288,6,14,91437,0.6976,0.3951,21,73,48,15,73,2.281,,,192,448,6,14,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/idle/operator_idle_sheet_a5.png,operator_idle_sheet_a5.png,256,512,131072,8.0,16.0,True,21,73,208,497,187,424,79288,6,14,91437,0.6976,0.3951,21,73,48,15,73,2.281,,,192,448,6,14,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/idle/operator_idle_sheet_a8.png,operator_idle_sheet_a8.png,256,512,131072,8.0,16.0,True,21,73,208,497,187,424,79288,6,14,91437,0.6976,0.3951,21,73,48,15,73,2.281,,,192,448,6,14,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/idle/operator_idle_sheet_a6.png,operator_idle_sheet_a6.png,256,512,131072,8.0,16.0,True,7,99,205,500,198,401,79398,7,13,87103,0.6645,0.3942,7,99,51,12,99,3.094,,,224,416,7,13,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/body/unarmed/operator__body__unarmed__idle_01__e__6f__96.png,operator__body__unarmed__idle_01__e__6f__96.png,576,96,55296,18.0,3.0,True,24,20,552,84,528,64,33792,17,2,44028,0.7962,0.3889,24,20,24,12,24,0.75,,6f__96,544,64,17,2,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/body/unarmed/operator__body__unarmed__idle_01__w__6f__96.png,operator__body__unarmed__idle_01__w__6f__96.png,576,96,55296,18.0,3.0,True,24,18,552,82,528,64,33792,17,2,44031,0.7963,0.3889,24,18,24,14,24,0.75,,6f__96,544,64,17,2,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/body/unarmed/operator__body__unarmed__stance_01__e__6f__96.png,operator__body__unarmed__stance_01__e__6f__96.png,576,96,55296,18.0,3.0,True,24,18,552,82,528,64,33792,17,2,44044,0.7965,0.3889,24,18,24,14,24,0.75,,6f__96,544,64,17,2,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/body/unarmed/operator__body__unarmed__stance_01__w__6f__96.png,operator__body__unarmed__stance_01__w__6f__96.png,576,96,55296,18.0,3.0,True,24,18,552,82,528,64,33792,17,2,44044,0.7965,0.3889,24,18,24,14,24,0.75,,6f__96,544,64,17,2,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/body/default/operator_body_default_run.png,operator_body_default_run.png,384,96,36864,12.0,3.0,True,17,21,355,88,338,67,22646,11,3,31613,0.8576,0.3857,17,21,29,8,29,0.906,,,352,96,11,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/curated/body/default/run_right_body.png,run_right_body.png,384,96,36864,12.0,3.0,True,17,21,355,88,338,67,22646,11,3,31613,0.8576,0.3857,17,21,29,8,29,0.906,,,352,96,11,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/curated/body/default_locomotion/run_right_body.png,run_right_body.png,384,96,36864,12.0,3.0,True,17,21,355,88,338,67,22646,11,3,31613,0.8576,0.3857,17,21,29,8,29,0.906,,,352,96,11,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/live_review/body/operator_body_default_run.png,operator_body_default_run.png,384,96,36864,12.0,3.0,True,17,21,355,88,338,67,22646,11,3,31613,0.8576,0.3857,17,21,29,8,29,0.906,,,352,96,11,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/body/unarmed/operator__body__unarmed__walk_01__w__5f__96.png,operator__body__unarmed__walk_01__w__5f__96.png,480,96,46080,15.0,3.0,True,23,20,452,86,429,66,28314,14,3,35751,0.7758,0.3855,23,20,28,10,28,0.875,,5f__96,448,96,14,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/body/unarmed/operator__body__unarmed__run_01__s__7f__96.png,operator__body__unarmed__run_01__s__7f__96.png,672,96,64512,21.0,3.0,True,24,18,645,82,621,64,39744,20,2,52566,0.8148,0.3839,24,18,27,14,27,0.844,,7f__96,640,64,20,2,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/body/melee_2h/operator_body_and_katana_melee_2h_stance.png,operator_body_and_katana_melee_2h_stance.png,384,192,73728,12.0,6.0,True,18,25,360,158,342,133,45486,11,5,68644,0.931,0.3831,18,25,24,34,34,1.062,,,352,160,11,5,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/body/unarmed/operator__body__unarmed__fast_recovery_01__s__2f__96.png,operator__body__unarmed__fast_recovery_01__s__2f__96.png,192,96,18432,6.0,3.0,True,28,1,165,84,137,83,11371,5,3,15105,0.8195,0.3831,28,1,27,12,28,0.875,,2f__96,160,96,5,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/body/unarmed/operator__body__unarmed__idle_01__s__8f__96.png,operator__body__unarmed__idle_01__s__8f__96.png,768,96,73728,24.0,3.0,True,28,19,741,83,713,64,45632,23,2,58658,0.7956,0.3811,28,19,27,13,28,0.875,,8f__96,736,64,23,2,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/enemies/drone/runtime/attack/drone_attack_windup.png,drone_attack_windup.png,384,128,49152,12.0,4.0,True,11,21,382,103,371,82,30422,12,3,35304,0.7183,0.3811,11,21,2,25,25,0.781,,,384,96,12,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/body/unarmed/operator__body__unarmed__walk_01__e__5f__96.png,operator__body__unarmed__walk_01__e__5f__96.png,480,96,46080,15.0,3.0,True,24,20,460,86,436,66,28776,14,3,35751,0.7758,0.3755,24,20,20,10,24,0.75,,5f__96,448,96,14,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/body/ranged_2h/ranged_2h_run_right.png,ranged_2h_run_right.png,384,192,73728,12.0,6.0,True,27,20,369,156,342,136,46512,11,5,66773,0.9057,0.3691,27,20,15,36,36,1.125,,,352,160,11,5,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/curated/body/melee_2h/heavy_anticipation_body.png,heavy_anticipation_body.png,480,192,92160,15.0,6.0,True,32,19,466,153,434,134,58156,14,5,84976,0.922,0.369,32,19,14,39,39,1.219,,,448,160,14,5,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/enemies/enemy_grunt/runtime/weapon/enemy_grunt__weapon__melee__fast_01__sw__10f__96.png,enemy_grunt__weapon__melee__fast_01__sw__10f__96.png,960,96,92160,30.0,3.0,True,24,18,923,83,899,65,58435,29,3,90475,0.9817,0.3659,24,18,37,13,37,1.156,,10f__96,928,96,29,3,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/curated/body/ranged_2h/equipped_run_right_body.png,equipped_run_right_body.png,384,192,73728,12.0,6.0,True,27,20,369,157,342,137,46854,11,5,66794,0.906,0.3645,27,20,15,35,35,1.094,,,352,160,11,5,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/body/melee_2h/operator_body_melee_2h_block_enter_source.png,operator_body_melee_2h_block_enter_source.png,384,192,73728,12.0,6.0,True,33,18,383,153,350,135,47250,11,5,68668,0.9314,0.3591,33,18,1,39,39,1.219,,,352,160,11,5,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/effects/runtime/hit_spark/hit_spark_4f_64.png,hit_spark_4f_64.png,256,64,16384,8.0,2.0,True,7,9,247,53,240,44,10560,8,2,13224,0.8071,0.3555,7,9,9,11,11,0.344,,,256,64,8,2,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/body/unarmed/operator__body__unarmed__run_01__n__6f__96.png,operator__body__unarmed__run_01__n__6f__96.png,576,96,55296,18.0,3.0,True,26,19,552,87,526,68,35768,17,3,44325,0.8016,0.3532,26,19,24,9,26,0.812,,6f__96,544,96,17,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/enemies/enemy_grunt/runtime/weapon/enemy_grunt__weapon__melee__fast_01__se__10f__96.png,enemy_grunt__weapon__melee__fast_01__se__10f__96.png,960,96,92160,30.0,3.0,True,30,18,950,83,920,65,59800,29,3,90475,0.9817,0.3511,30,18,10,13,30,0.938,,10f__96,928,96,29,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/body/unarmed/operator__body__unarmed__run_01__w__5f__96.png,operator__body__unarmed__run_01__w__5f__96.png,480,96,46080,15.0,3.0,True,24,15,448,86,424,71,30104,14,3,37634,0.8167,0.3467,24,15,32,10,32,1.0,,5f__96,448,96,14,3,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/body/melee/operator__body__melee__light_01__s__6f__96.png,operator__body__melee__light_01__s__6f__96.png,96,96,9216,3.0,3.0,True,5,17,82,96,77,79,6083,3,3,7237,0.7853,0.34,5,17,14,0,17,0.531,,6f__96,96,96,3,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/enemies/enemy_marine/runtime/body/enemy_marine__body__unarmed__idle_01__ne__4f__96.png,enemy_marine__body__unarmed__idle_01__ne__4f__96.png,384,96,36864,12.0,3.0,True,26,19,357,93,331,74,24494,11,3,27313,0.7409,0.3356,26,19,27,3,27,0.844,,4f__96,352,96,11,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/enemies/enemy_marine/runtime/body/enemy_marine__body__unarmed__idle_01__nw__4f__96.png,enemy_marine__body__unarmed__idle_01__nw__4f__96.png,384,96,36864,12.0,3.0,True,27,14,358,88,331,74,24494,11,3,27313,0.7409,0.3356,27,14,26,8,27,0.844,,4f__96,352,96,11,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/curated/body/ranged_2h/stance_body.png,stance_body.png,384,192,73728,12.0,6.0,True,22,4,379,142,357,138,49266,12,5,66717,0.9049,0.3318,22,4,5,50,50,1.562,,,384,160,12,5,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/curated/body/core/front_idle_long_loop.png,front_idle_long_loop.png,960,96,92160,30.0,3.0,True,33,16,927,85,894,69,61686,28,3,79829,0.8662,0.3307,33,16,33,11,33,1.031,,,896,96,28,3,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/idle/idle-long.png,idle-long.png,960,96,92160,30.0,3.0,True,33,16,927,85,894,69,61686,28,3,79829,0.8662,0.3307,33,16,33,11,33,1.031,,,896,96,28,3,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/live_review/body/idle-long.png,idle-long.png,960,96,92160,30.0,3.0,True,33,16,927,85,894,69,61686,28,3,79829,0.8662,0.3307,33,16,33,11,33,1.031,,,896,96,28,3,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/enemies/enemy_grunt/runtime/body/enemy_grunt__body__locomotion__idle_01__s__10f__96.png,enemy_grunt__body__locomotion__idle_01__s__10f__96.png,960,96,92160,30.0,3.0,True,29,19,931,88,902,69,62238,29,3,76633,0.8315,0.3247,29,19,29,8,29,0.906,,10f__96,928,96,29,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/idle/operator_idle_sheet_a3.png,operator_idle_sheet_a3.png,256,512,131072,8.0,16.0,True,12,46,216,480,204,434,88536,7,14,91665,0.6993,0.3245,12,46,40,32,46,1.438,,,224,448,7,14,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
tiles/roads_paths/runtime/roads/standard/pieces/road_t_e_s_w_large_01.png,road_t_e_s_w_large_01.png,256,256,65536,8.0,8.0,True,11,33,244,223,233,190,44270,8,6,26187,0.3996,0.3245,11,33,12,33,33,1.031,,,256,192,8,6,LARGE_TRANSPARENT_MARGIN,True
sprites/enemies/enemy_grunt/runtime/body/enemy_grunt__body__melee__stagger_01__s__8__96.png,enemy_grunt__body__melee__stagger_01__s__8__96.png,768,96,73728,24.0,3.0,True,29,19,739,90,710,71,50410,23,3,61509,0.8343,0.3163,29,19,29,6,29,0.906,,,736,96,23,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/body/default/operator_body_default_walk_down.png,operator_body_default_walk_down.png,384,96,36864,12.0,3.0,True,33,18,357,96,324,78,25272,11,3,31013,0.8413,0.3145,33,18,27,0,33,1.031,,,352,96,11,3,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/curated/body/default/walk_down_body.png,walk_down_body.png,384,96,36864,12.0,3.0,True,33,18,357,96,324,78,25272,11,3,31013,0.8413,0.3145,33,18,27,0,33,1.031,,,352,96,11,3,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/curated/body/default_locomotion/walk_down_body.png,walk_down_body.png,384,96,36864,12.0,3.0,True,33,18,357,96,324,78,25272,11,3,31013,0.8413,0.3145,33,18,27,0,33,1.031,,,352,96,11,3,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/live_review/body/operator_body_default_walk_down.png,operator_body_default_walk_down.png,384,96,36864,12.0,3.0,True,33,18,357,96,324,78,25272,11,3,31172,0.8456,0.3145,33,18,27,0,33,1.031,,,352,96,11,3,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/enemies/enemy_scout/runtime/body/enemy_scout__body__locomotion__walk_01__s__8f__96.png,enemy_scout__body__locomotion__walk_01__s__8f__96.png,768,96,73728,24.0,3.0,True,34,14,747,85,713,71,50623,23,3,59727,0.8101,0.3134,34,14,21,11,34,1.062,,8f__96,736,96,23,3,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/idle/operator_idle_sheet_a11.png,operator_idle_sheet_a11.png,256,512,131072,8.0,16.0,True,28,80,240,505,212,425,90100,7,14,88014,0.6715,0.3126,28,80,16,7,80,2.5,,,224,448,7,14,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/idle/operator_idle_sheet_a12.png,operator_idle_sheet_a12.png,256,512,131072,8.0,16.0,True,28,80,240,505,212,425,90100,7,14,88445,0.6748,0.3126,28,80,16,7,80,2.5,,,224,448,7,14,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/idle/operator_idle_sheet_a13.png,operator_idle_sheet_a13.png,256,512,131072,8.0,16.0,True,28,80,240,505,212,425,90100,7,14,88014,0.6715,0.3126,28,80,16,7,80,2.5,,,224,448,7,14,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/operator/runtime/idle/operator_idle_sheet_a14.png,operator_idle_sheet_a14.png,256,512,131072,8.0,16.0,True,28,80,240,505,212,425,90100,7,14,88445,0.6748,0.3126,28,80,16,7,80,2.5,,,224,448,7,14,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
sprites/enemies/enemy_grunt/runtime/body/enemy_grunt__body__locomotion__run_01__e__10f__96.png,enemy_grunt__body__locomotion__run_01__e__10f__96.png,960,96,92160,30.0,3.0,True,27,18,933,88,906,70,63420,29,3,76346,0.8284,0.3118,27,18,27,8,27,0.844,,10f__96,928,96,29,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/enemies/enemy_grunt/runtime/body/enemy_grunt__body__locomotion__run_01__w__10f__96.png,enemy_grunt__body__locomotion__run_01__w__10f__96.png,960,96,92160,30.0,3.0,True,27,18,933,88,906,70,63420,29,3,76346,0.8284,0.3118,27,18,27,8,27,0.844,,10f__96,928,96,29,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
runtime/sundered_keep/props/prop_rooftop/prop_lightning_rod_01.png,prop_lightning_rod_01.png,32,96,3072,1.0,3.0,True,4,2,27,94,23,92,2116,1,3,2106,0.6855,0.3112,4,2,5,2,5,0.156,,,32,96,1,3,HIGH_TRANSPARENT_PIXEL_RATIO,True
sprites/operator/runtime/idle/operator_block_2h_katana.png,operator_block_2h_katana.png,768,96,73728,24.0,3.0,True,33,13,739,85,706,72,50832,23,3,63711,0.8641,0.3105,33,13,29,11,33,1.031,,,736,96,23,3,HIGH_TRANSPARENT_PIXEL_RATIO;LARGE_TRANSPARENT_MARGIN,True
