semantic,direction,frame_index,composition,width,height,area,fill_ratio,centroid_x,centroid_y,center_offset_x,baseline,top_margin,bottom_margin,left_margin,right_margin,vertical_utilization,horizontal_utilization,components,largest_component_ratio,head_width,shoulder_width,torso_width,hip_width,stance_width,head_to_shoulder,torso_to_shoulder,hip_to_shoulder,stance_to_shoulder,clipped,value_available,mean_luma,value_range,dark_ratio,light_ratio,edge_contrast,sources
unarmed__fast_strike_01,ne,2,full,63,76,2228,0.46533,49.010,52.095,1.510,88,13,7,16,17,0.79167,0.65625,1,1.00000,33,39,37,52,52,0.84615,0.94872,1.33333,1.33333,false,true,0.18961,0.28889,0.72801,0.00583,0.05276,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_strike_01__ne__3f__96.png
unarmed__fast_strike_01,ne,3,full,66,66,2258,0.51837,45.116,54.850,-2.384,84,19,11,11,19,0.68750,0.68750,1,1.00000,31,54,43.5,52,58,0.57407,0.80556,0.96296,1.07407,false,true,0.18477,0.28677,0.74314,0.00487,0.07350,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_strike_01__ne__3f__96.png
unarmed__fast_strike_01,nw,1,full,57,68,2326,0.60010,48.167,55.580,0.667,86,19,9,22,17,0.70833,0.59375,1,1.00000,22,51,46,51,52,0.43137,0.90196,1.00000,1.01961,false,true,0.17661,0.28227,0.76913,0.00559,0.03940,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_strike_01__nw__3f__96.png
unarmed__fast_strike_01,nw,2,full,63,76,2228,0.46533,45.990,52.095,-1.510,88,13,7,17,16,0.79167,0.65625,1,1.00000,33,39,37,52,52,0.84615,0.94872,1.33333,1.33333,false,true,0.18961,0.28889,0.72801,0.00583,0.05276,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_strike_01__nw__3f__96.png
unarmed__fast_strike_01,nw,3,full,66,66,2258,0.51837,49.884,54.850,2.384,84,19,11,19,11,0.68750,0.68750,1,1.00000,31,54,43.5,52,58,0.57407,0.80556,0.96296,1.07407,false,true,0.18477,0.28677,0.74314,0.00487,0.07350,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_strike_01__nw__3f__96.png
unarmed__fast_strike_01,n,1,full,53,79,2362,0.56413,48.067,50.137,0.567,87,9,8,22,21,0.82292,0.55208,1,1.00000,26,42,38,42,46,0.61905,0.90476,1.00000,1.09524,false,true,0.20294,0.28352,0.72227,0.00635,0.06687,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_strike_01__n__3f__96.png
unarmed__fast_strike_01,n,2,full,51,77,2385,0.60733,48.669,50.007,1.169,87,11,8,26,19,0.80208,0.53125,2,0.99916,41,46,34,42,43,0.89130,0.73913,0.91304,0.93478,false,true,0.20848,0.28628,0.71614,0.00922,0.07451,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_strike_01__n__3f__96.png
unarmed__fast_strike_01,n,3,full,55,81,2417,0.54254,50.741,47.047,3.241,86,6,9,25,16,0.84375,0.57292,2,0.99917,37,48,40,39,41,0.77083,0.83333,0.81250,0.85417,false,true,0.21730,0.32195,0.66694,0.00745,0.08744,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_strike_01__n__3f__96.png
unarmed__fast_strike_01,se,1,full,63,79,2661,0.53466,45.779,49.959,-1.721,89,11,6,16,17,0.82292,0.65625,1,1.00000,40,57,37,48,58,0.70175,0.64912,0.84211,1.01754,false,true,0.17331,0.34216,0.76250,0.00338,0.08837,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_strike_01__se__3f__96.png
unarmed__fast_strike_01,se,2,full,70,75,2626,0.50019,46.258,52.553,-1.242,90,16,5,16,10,0.78125,0.72917,1,1.00000,35,70,62,66,58,0.50000,0.88571,0.94286,0.82857,false,true,0.17561,0.33995,0.76047,0.00457,0.09469,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_strike_01__se__3f__96.png
unarmed__fast_strike_01,se,3,full,58,79,2386,0.52073,42.758,52.781,-4.742,91,13,4,16,22,0.82292,0.60417,1,1.00000,32,43,34,47,55,0.74419,0.79070,1.09302,1.27907,false,true,0.17352,0.34444,0.75775,0.00251,0.09231,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_strike_01__se__3f__96.png
unarmed__fast_strike_01,sw,1,full,63,79,2661,0.53466,49.221,49.959,1.721,89,11,6,17,16,0.82292,0.65625,1,1.00000,40,57,37,48,58,0.70175,0.64912,0.84211,1.01754,false,true,0.17331,0.34216,0.76250,0.00338,0.08837,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_strike_01__sw__3f__96.png
unarmed__fast_strike_01,sw,2,full,70,75,2626,0.50019,48.742,52.553,1.242,90,16,5,10,16,0.78125,0.72917,1,1.00000,35,70,62,66,58,0.50000,0.88571,0.94286,0.82857,false,true,0.17561,0.33995,0.76047,0.00457,0.09469,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_strike_01__sw__3f__96.png
unarmed__fast_strike_01,sw,3,full,58,79,2386,0.52073,52.242,52.781,4.742,91,13,4,22,16,0.82292,0.60417,1,1.00000,32,43,34,47,55,0.74419,0.79070,1.09302,1.27907,false,true,0.17352,0.34444,0.75775,0.00251,0.09231,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_strike_01__sw__3f__96.png
unarmed__fast_strike_01,s,1,full,41,68,1822,0.65352,45.344,49.051,-2.156,82,15,13,26,29,0.70833,0.42708,1,1.00000,30,40,38,40,35,0.75000,0.95000,1.00000,0.87500,false,true,0.18114,0.34230,0.73765,0.01372,0.05915,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_strike_01__s__3f__96.png
unarmed__fast_strike_01,s,2,full,50,70,1849,0.52829,46.443,50.236,-1.057,85,16,10,20,26,0.72917,0.52083,1,1.00000,29,40,38,42,43,0.72500,0.95000,1.05000,1.07500,false,true,0.17583,0.36532,0.75014,0.01406,0.08767,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_strike_01__s__3f__96.png
unarmed__fast_strike_01,s,3,full,47,69,1864,0.57478,43.973,50.922,-3.527,84,16,11,20,29,0.71875,0.48958,1,1.00000,29,39,37,42,42,0.74359,0.94872,1.07692,1.07692,false,true,0.17694,0.33797,0.75000,0.00697,0.06254,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_strike_01__s__3f__96.png
unarmed__fast_strike_01,w,1,full,50,68,1969,0.57912,40.635,53.561,-6.865,88,21,7,16,30,0.70833,0.52083,1,1.00000,35,45,39,38,39,0.77778,0.86667,0.84444,0.86667,false,true,0.17811,0.37165,0.72016,0.00660,0.12206,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_strike_01__w__3f__96.png
unarmed__fast_strike_01,w,2,full,75,68,2196,0.43059,42.016,56.082,-5.484,89,22,6,4,17,0.70833,0.78125,1,1.00000,30,62,30,46,56,0.48387,0.48387,0.74194,0.90323,false,true,0.17892,0.37908,0.72723,0.01093,0.13796,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_strike_01__w__3f__96.png
unarmed__fast_strike_01,w,3,full,61,70,2150,0.50351,41.404,56.105,-6.096,90,21,5,16,19,0.72917,0.63542,1,1.00000,36,41,38,48,54,0.87805,0.92683,1.17073,1.31707,false,true,0.18151,0.36028,0.71814,0.00558,0.11420,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_strike_01__w__3f__96.png
unarmed__fast_windup_01,e,1,full,57,71,2398,0.59254,48.732,51.681,1.232,86,16,9,20,19,0.73958,0.59375,1,1.00000,34,47,44.0,52,50,0.72340,0.93617,1.10638,1.06383,false,true,0.20340,0.38467,0.70350,0.01460,0.10631,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_windup_01__e__3f__96.png
unarmed__fast_windup_01,e,2,full,53,71,2459,0.65347,49.256,51.786,1.756,86,16,9,21,22,0.73958,0.55208,1,1.00000,45,46,37.0,51,52,0.97826,0.80435,1.10870,1.13043,false,true,0.20319,0.39160,0.68198,0.01179,0.10867,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_windup_01__e__3f__96.png
unarmed__fast_windup_01,e,3,full,59,71,2446,0.58391,51.357,51.388,3.857,86,16,9,21,16,0.73958,0.61458,1,1.00000,44,44,36.5,51,52,1.00000,0.82955,1.15909,1.18182,false,true,0.20995,0.40194,0.66966,0.01145,0.11961,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_windup_01__e__3f__96.png
unarmed__fast_windup_01,ne,1,full,45,68,1933,0.63170,51.601,55.349,4.101,87,20,8,28,23,0.70833,0.46875,1,1.00000,26,36,34,42,43,0.72222,0.94444,1.16667,1.19444,false,true,0.21261,0.36327,0.68753,0.00517,0.10407,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_windup_01__ne__3f__96.png
unarmed__fast_windup_01,ne,2,full,51,67,1970,0.57653,51.645,55.203,4.145,86,20,9,24,21,0.69792,0.53125,1,1.00000,29,34,33.5,47,47,0.85294,0.98529,1.38235,1.38235,false,true,0.21376,0.36036,0.67716,0.00558,0.11044,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_windup_01__ne__3f__96.png
unarmed__fast_windup_01,ne,3,full,56,70,2377,0.60638,48.090,51.000,0.590,86,17,9,17,23,0.72917,0.58333,1,1.00000,44,44,34,54,54,1.00000,0.77273,1.22727,1.22727,false,true,0.21422,0.35011,0.66302,0.00631,0.13074,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_windup_01__ne__3f__96.png
unarmed__fast_windup_01,nw,1,full,45,68,1933,0.63170,43.399,55.349,-4.101,87,20,8,23,28,0.70833,0.46875,1,1.00000,26,36,34,42,43,0.72222,0.94444,1.16667,1.19444,false,true,0.21261,0.36327,0.68753,0.00517,0.10407,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_windup_01__nw__3f__96.png
unarmed__fast_windup_01,nw,2,full,51,67,1970,0.57653,43.355,55.203,-4.145,86,20,9,21,24,0.69792,0.53125,1,1.00000,29,34,33.5,47,47,0.85294,0.98529,1.38235,1.38235,false,true,0.21376,0.36036,0.67716,0.00558,0.11044,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_windup_01__nw__3f__96.png
unarmed__fast_windup_01,nw,3,full,56,70,2377,0.60638,46.910,51.000,-0.590,86,17,9,23,17,0.72917,0.58333,1,1.00000,44,44,34,54,54,1.00000,0.77273,1.22727,1.22727,false,true,0.21422,0.35011,0.66302,0.00631,0.13074,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_windup_01__nw__3f__96.png
unarmed__fast_windup_01,n,1,full,48,70,1876,0.55833,45.671,55.291,-1.829,86,17,9,20,28,0.72917,0.50000,1,1.00000,19,35,33,46,46,0.54286,0.94286,1.31429,1.31429,false,true,0.20419,0.30412,0.72601,0.00586,0.08646,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_windup_01__n__3f__96.png
unarmed__fast_windup_01,n,2,full,43,70,1853,0.61561,46.451,55.402,-1.049,86,17,9,25,28,0.72917,0.44792,1,1.00000,17,34,31,42,43,0.50000,0.91176,1.23529,1.26471,false,true,0.21012,0.28345,0.71883,0.01025,0.07162,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_windup_01__n__3f__96.png
unarmed__fast_windup_01,n,3,full,43,69,1935,0.65217,48.464,52.889,0.964,86,18,9,27,26,0.71875,0.44792,1,1.00000,34,34,30,40,41,1.00000,0.88235,1.17647,1.20588,false,true,0.20877,0.30697,0.70129,0.00879,0.08968,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_windup_01__n__3f__96.png
unarmed__fast_windup_01,se,1,full,56,72,2330,0.57788,40.922,52.206,-6.578,85,14,10,11,29,0.75000,0.58333,1,1.00000,30,40,39.5,53,53,0.75000,0.98750,1.32500,1.32500,false,true,0.20039,0.39455,0.70901,0.01330,0.13215,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_windup_01__se__3f__96.png
unarmed__fast_windup_01,se,2,full,58,74,2498,0.58201,43.255,51.965,-4.245,86,13,9,12,26,0.77083,0.60417,1,1.00000,39,42,36.5,54,58,0.92857,0.86905,1.28571,1.38095,false,true,0.20566,0.39470,0.68975,0.01521,0.11931,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_windup_01__se__3f__96.png
unarmed__fast_windup_01,se,3,full,61,75,2651,0.57945,42.164,50.100,-5.336,86,12,9,10,25,0.78125,0.63542,1,1.00000,43,43,38,55,57,1.00000,0.88372,1.27907,1.32558,false,true,0.20793,0.39055,0.67559,0.00830,0.11107,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_windup_01__se__3f__96.png
unarmed__fast_windup_01,sw,1,full,56,72,2330,0.57788,54.078,52.206,6.578,85,14,10,29,11,0.75000,0.58333,1,1.00000,30,40,39.5,53,53,0.75000,0.98750,1.32500,1.32500,false,true,0.20039,0.39455,0.70901,0.01330,0.13215,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_windup_01__sw__3f__96.png
unarmed__fast_windup_01,sw,2,full,58,74,2498,0.58201,51.745,51.965,4.245,86,13,9,26,12,0.77083,0.60417,1,1.00000,39,42,36.5,54,58,0.92857,0.86905,1.28571,1.38095,false,true,0.20566,0.39470,0.68975,0.01521,0.11931,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_windup_01__sw__3f__96.png
unarmed__fast_windup_01,sw,3,full,61,75,2651,0.57945,52.836,50.100,5.336,86,12,9,25,10,0.78125,0.63542,1,1.00000,43,43,38,55,57,1.00000,0.88372,1.27907,1.32558,false,true,0.20793,0.39055,0.67559,0.00830,0.11107,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_windup_01__sw__3f__96.png
unarmed__fast_windup_01,s,1,full,48,74,2067,0.58193,48.008,47.222,0.508,84,11,11,26,22,0.77083,0.50000,1,1.00000,29,46,40.0,42,36,0.63043,0.86957,0.91304,0.78261,false,true,0.20469,0.39674,0.69666,0.01161,0.10422,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_windup_01__s__3f__96.png
unarmed__fast_windup_01,s,2,full,47,71,2022,0.60593,45.751,46.953,-1.749,83,13,12,20,29,0.73958,0.48958,1,1.00000,41,42,32.0,37,38,0.97619,0.76190,0.88095,0.90476,false,true,0.21173,0.39617,0.67606,0.01533,0.10891,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_windup_01__s__3f__96.png
unarmed__fast_windup_01,s,3,full,48,71,2134,0.62617,49.155,45.786,1.655,84,14,11,25,23,0.73958,0.50000,1,1.00000,44,44,35.0,38,35,1.00000,0.79545,0.86364,0.79545,false,true,0.21474,0.40159,0.67573,0.01828,0.12737,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_windup_01__s__3f__96.png
unarmed__fast_windup_01,w,1,full,57,71,2398,0.59254,46.268,51.681,-1.232,86,16,9,19,20,0.73958,0.59375,1,1.00000,34,47,44.0,52,50,0.72340,0.93617,1.10638,1.06383,false,true,0.20340,0.38467,0.70350,0.01460,0.10631,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_windup_01__w__3f__96.png
unarmed__fast_windup_01,w,2,full,53,71,2459,0.65347,45.744,51.786,-1.756,86,16,9,22,21,0.73958,0.55208,1,1.00000,45,46,37.0,51,52,0.97826,0.80435,1.10870,1.13043,false,true,0.20319,0.39160,0.68198,0.01179,0.10867,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_windup_01__w__3f__96.png
unarmed__fast_windup_01,w,3,full,59,71,2446,0.58391,43.643,51.388,-3.857,86,16,9,16,21,0.73958,0.61458,1,1.00000,44,44,36.5,51,52,1.00000,0.82955,1.15909,1.18182,false,true,0.20995,0.40194,0.66966,0.01145,0.11961,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/actions/unarmed/fast_attack/body/operator__body__unarmed__fast_windup_01__w__3f__96.png
unarmed__field_patch_use_01,e,1,upper+lower,48,70,2000,0.59524,49.846,51.864,2.346,84,15,11,26,22,0.72917,0.50000,3,0.99900,26,39,34,39,48,0.66667,0.87179,1.00000,1.23077,false,true,0.15845,0.30095,0.84100,0.01550,0.00039,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/unarmed/field_patch_use_01/operator__modular_upper_body__unarmed__field_patch_use_01__e__14f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/unarmed/field_patch_use_01/operator__modular_lower_body__unarmed__field_patch_use_01__e__14f__96.png
unarmed__field_patch_use_01,e,2,upper+lower,54,69,2157,0.57890,47.835,52.690,0.335,84,16,11,19,23,0.71875,0.56250,3,0.99907,25,47,40,41,54,0.53191,0.85106,0.87234,1.14894,false,true,0.16315,0.32267,0.82476,0.02133,0.00656,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/unarmed/field_patch_use_01/operator__modular_upper_body__unarmed__field_patch_use_01__e__14f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/unarmed/field_patch_use_01/operator__modular_lower_body__unarmed__field_patch_use_01__e__14f__96.png
unarmed__field_patch_use_01,e,3,upper+lower,54,70,2203,0.58280,50.032,51.204,2.532,84,15,11,22,20,0.72917,0.56250,2,0.99955,38,48,33,38,52,0.79167,0.68750,0.79167,1.08333,false,true,0.15552,0.29672,0.84022,0.01634,0.00728,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/unarmed/field_patch_use_01/operator__modular_upper_body__unarmed__field_patch_use_01__e__14f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/unarmed/field_patch_use_01/operator__modular_lower_body__unarmed__field_patch_use_01__e__14f__96.png
unarmed__field_patch_use_01,e,4,upper+lower,53,58,1731,0.56311,52.310,58.344,4.810,84,27,11,23,20,0.60417,0.55208,1,1.00000,28,39,36,38,45,0.71795,0.92308,0.97436,1.15385,false,true,0.16249,0.28929,0.84518,0.01560,0.00610,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/unarmed/field_patch_use_01/operator__modular_upper_body__unarmed__field_patch_use_01__e__14f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/unarmed/field_patch_use_01/operator__modular_lower_body__unarmed__field_patch_use_01__e__14f__96.png
unarmed__field_patch_use_01,e,5,upper+lower,54,63,1942,0.57084,50.304,56.816,2.804,84,22,11,21,21,0.65625,0.56250,1,1.00000,26,43,38.0,40,51,0.60465,0.88372,0.93023,1.18605,false,true,0.16154,0.30618,0.84758,0.02060,0.00531,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/unarmed/field_patch_use_01/operator__modular_upper_body__unarmed__field_patch_use_01__e__14f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/unarmed/field_patch_use_01/operator__modular_lower_body__unarmed__field_patch_use_01__e__14f__96.png
unarmed__field_patch_use_01,e,6,upper+lower,54,61,1912,0.58045,50.265,57.109,2.765,84,24,11,22,20,0.63542,0.56250,6,0.99215,29,44,38.5,39,50,0.65909,0.87500,0.88636,1.13636,false,true,0.18128,0.40360,0.80282,0.02877,0.01731,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/unarmed/field_patch_use_01/operator__modular_upper_body__unarmed__field_patch_use_01__e__14f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/unarmed/field_patch_use_01/operator__modular_lower_body__unarmed__field_patch_use_01__e__14f__96.png
unarmed__field_patch_use_01,e,7,upper+lower,54,61,1913,0.58075,50.293,57.107,2.793,84,24,11,22,20,0.63542,0.56250,6,0.99216,29,44,38.5,39,50,0.65909,0.87500,0.88636,1.13636,false,true,0.18169,0.40295,0.80188,0.02875,0.01464,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/unarmed/field_patch_use_01/operator__modular_upper_body__unarmed__field_patch_use_01__e__14f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/unarmed/field_patch_use_01/operator__modular_lower_body__unarmed__field_patch_use_01__e__14f__96.png
unarmed__field_patch_use_01,e,8,upper+lower,54,61,1912,0.58045,50.285,57.105,2.785,84,24,11,22,20,0.63542,0.56250,6,0.99215,29,44,38.5,39,50,0.65909,0.87500,0.88636,1.13636,false,true,0.18059,0.40442,0.80178,0.02877,0.01356,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/unarmed/field_patch_use_01/operator__modular_upper_body__unarmed__field_patch_use_01__e__14f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/unarmed/field_patch_use_01/operator__modular_lower_body__unarmed__field_patch_use_01__e__14f__96.png
unarmed__field_patch_use_01,e,9,upper+lower,54,61,1912,0.58045,50.285,57.105,2.785,84,24,11,22,20,0.63542,0.56250,6,0.99215,29,44,38.5,39,50,0.65909,0.87500,0.88636,1.13636,false,true,0.18059,0.40442,0.80178,0.02877,0.01356,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/unarmed/field_patch_use_01/operator__modular_upper_body__unarmed__field_patch_use_01__e__14f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/unarmed/field_patch_use_01/operator__modular_lower_body__unarmed__field_patch_use_01__e__14f__96.png
unarmed__field_patch_use_01,e,10,upper+lower,54,61,1912,0.58045,50.285,57.105,2.785,84,24,11,22,20,0.63542,0.56250,6,0.99215,29,44,38.5,39,50,0.65909,0.87500,0.88636,1.13636,false,true,0.18059,0.40442,0.80178,0.02877,0.01356,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/unarmed/field_patch_use_01/operator__modular_upper_body__unarmed__field_patch_use_01__e__14f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/unarmed/field_patch_use_01/operator__modular_lower_body__unarmed__field_patch_use_01__e__14f__96.png
unarmed__field_patch_use_01,e,11,upper+lower,66,61,1986,0.49329,51.030,56.512,3.530,84,24,11,22,8,0.63542,0.68750,10,0.98892,32,56,40.5,39,50,0.57143,0.72321,0.69643,0.89286,false,true,0.19422,0.42923,0.79154,0.04079,0.00580,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/unarmed/field_patch_use_01/operator__modular_upper_body__unarmed__field_patch_use_01__e__14f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/unarmed/field_patch_use_01/operator__modular_lower_body__unarmed__field_patch_use_01__e__14f__96.png
unarmed__field_patch_use_01,e,12,upper+lower,52,62,1879,0.58282,49.917,57.131,2.417,84,23,11,21,23,0.64583,0.54167,1,1.00000,25,40,37,39,50,0.62500,0.92500,0.97500,1.25000,false,true,0.18783,0.41342,0.79510,0.03353,0.02189,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/unarmed/field_patch_use_01/operator__modular_upper_body__unarmed__field_patch_use_01__e__14f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/unarmed/field_patch_use_01/operator__modular_lower_body__unarmed__field_patch_use_01__e__14f__96.png
