semantic,direction,frame_index,composition,width,height,area,fill_ratio,centroid_x,centroid_y,center_offset_x,baseline,top_margin,bottom_margin,left_margin,right_margin,vertical_utilization,horizontal_utilization,components,largest_component_ratio,head_width,shoulder_width,torso_width,hip_width,stance_width,head_to_shoulder,torso_to_shoulder,hip_to_shoulder,stance_to_shoulder,clipped,value_available,mean_luma,value_range,dark_ratio,light_ratio,edge_contrast,sources
ranged_2h__run_01,e,1,full,46,70,1678,0.52112,48.107,47.955,0.607,84,15,11,22,28,0.72917,0.47917,6,0.99702,33,33,31,31,39,1.00000,0.93939,0.93939,1.18182,false,true,0.15340,0.35002,0.78963,0.02980,0.12375,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/ranged_2h/operator__body__ranged_2h__run_01__e__5f__96.png
ranged_2h__run_01,e,2,full,40,70,1601,0.57179,48.416,48.293,0.916,85,16,10,28,28,0.72917,0.41667,9,0.99500,28,32,30,33,24,0.87500,0.93750,1.03125,0.75000,false,true,0.17615,0.41850,0.75265,0.03623,0.10552,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/ranged_2h/operator__body__ranged_2h__run_01__e__5f__96.png
ranged_2h__run_01,e,3,full,52,68,1684,0.47624,52.623,48.843,5.123,83,16,12,23,21,0.70833,0.54167,7,0.99644,32,33,30,39,50,0.96970,0.90909,1.18182,1.51515,false,true,0.15975,0.36835,0.79335,0.02494,0.08899,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/ranged_2h/operator__body__ranged_2h__run_01__e__5f__96.png
ranged_2h__run_01,e,4,full,46,72,1751,0.52868,50.201,52.955,2.701,90,19,5,24,26,0.75000,0.47917,9,0.99486,28,33,31.5,34,44,0.84848,0.95455,1.03030,1.33333,false,true,0.15258,0.36488,0.78527,0.01885,0.10353,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/ranged_2h/operator__body__ranged_2h__run_01__e__5f__96.png
ranged_2h__run_01,e,5,full,37,69,1581,0.61927,49.388,45.774,1.888,82,14,13,32,27,0.71875,0.38542,6,0.99620,28,33,31,32,25,0.84848,0.93939,0.96970,0.75758,false,true,0.15591,0.37283,0.78621,0.03289,0.10359,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/ranged_2h/operator__body__ranged_2h__run_01__e__5f__96.png
ranged_2h__run_01,w,1,full,46,70,1678,0.52112,46.893,47.955,-0.607,84,15,11,28,22,0.72917,0.47917,6,0.99702,33,33,31,31,39,1.00000,0.93939,0.93939,1.18182,false,true,0.15340,0.35002,0.78963,0.02980,0.12375,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/ranged_2h/operator__body__ranged_2h__run_01__w__5f__96.png
ranged_2h__run_01,w,2,full,40,70,1601,0.57179,46.584,48.293,-0.916,85,16,10,28,28,0.72917,0.41667,9,0.99500,28,32,30,33,24,0.87500,0.93750,1.03125,0.75000,false,true,0.17615,0.41850,0.75265,0.03623,0.10552,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/ranged_2h/operator__body__ranged_2h__run_01__w__5f__96.png
ranged_2h__run_01,w,3,full,52,68,1684,0.47624,42.377,48.843,-5.123,83,16,12,21,23,0.70833,0.54167,7,0.99644,32,33,30,39,50,0.96970,0.90909,1.18182,1.51515,false,true,0.15975,0.36835,0.79335,0.02494,0.08899,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/ranged_2h/operator__body__ranged_2h__run_01__w__5f__96.png
ranged_2h__run_01,w,4,full,46,72,1751,0.52868,44.799,52.955,-2.701,90,19,5,26,24,0.75000,0.47917,9,0.99486,28,33,31.5,34,44,0.84848,0.95455,1.03030,1.33333,false,true,0.15258,0.36488,0.78527,0.01885,0.10353,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/ranged_2h/operator__body__ranged_2h__run_01__w__5f__96.png
ranged_2h__run_01,w,5,full,37,69,1581,0.61927,45.612,45.774,-1.888,82,14,13,27,32,0.71875,0.38542,6,0.99620,28,33,31,32,25,0.84848,0.93939,0.96970,0.75758,false,true,0.15591,0.37283,0.78621,0.03289,0.10359,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/ranged_2h/operator__body__ranged_2h__run_01__w__5f__96.png
ranged_2h__stance_01,e,1,upper+lower,42,75,1958,0.62159,45.737,47.611,-1.763,84,10,11,27,27,0.78125,0.43750,1,1.00000,23,42,35,31,36,0.54762,0.83333,0.73810,0.85714,false,true,0.20654,0.38610,0.68488,0.01992,0.09007,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/stance_01/operator__modular_upper_body__ranged_2h__stance_01__e__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/stance_01/operator__modular_lower_body__ranged_2h__stance_01__e__5f__96.png
ranged_2h__stance_01,e,2,upper+lower,43,74,1988,0.62476,46.610,48.217,-0.890,84,11,11,27,26,0.77083,0.44792,1,1.00000,24,42,35.0,32,36,0.57143,0.83333,0.76190,0.85714,false,true,0.20644,0.38816,0.69316,0.01962,0.09942,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/stance_01/operator__modular_upper_body__ranged_2h__stance_01__e__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/stance_01/operator__modular_lower_body__ranged_2h__stance_01__e__5f__96.png
ranged_2h__stance_01,e,3,upper+lower,43,75,2022,0.62698,46.222,47.547,-1.278,84,10,11,27,26,0.78125,0.44792,1,1.00000,25,43,35,31,36,0.58140,0.81395,0.72093,0.83721,false,true,0.20795,0.40324,0.69337,0.02176,0.08012,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/stance_01/operator__modular_upper_body__ranged_2h__stance_01__e__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/stance_01/operator__modular_lower_body__ranged_2h__stance_01__e__5f__96.png
ranged_2h__stance_01,e,4,upper+lower,44,76,2008,0.60048,46.726,47.391,-0.774,84,9,11,27,25,0.79167,0.45833,1,1.00000,24,42,33,31,36,0.57143,0.78571,0.73810,0.85714,false,true,0.21022,0.39271,0.68177,0.02042,0.08290,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/stance_01/operator__modular_upper_body__ranged_2h__stance_01__e__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/stance_01/operator__modular_lower_body__ranged_2h__stance_01__e__5f__96.png
ranged_2h__stance_01,e,5,upper+lower,43,76,1999,0.61169,46.141,47.367,-1.359,84,9,11,27,26,0.79167,0.44792,1,1.00000,23,43,31,31,36,0.53488,0.72093,0.72093,0.83721,false,true,0.20846,0.38904,0.68384,0.02001,0.08362,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/stance_01/operator__modular_upper_body__ranged_2h__stance_01__e__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/stance_01/operator__modular_lower_body__ranged_2h__stance_01__e__5f__96.png
ranged_2h__stance_01,n,1,upper+lower,60,70,2346,0.55857,41.885,55.362,-5.615,84,15,11,6,30,0.72917,0.62500,1,1.00000,21,38,34,57,57,0.55263,0.89474,1.50000,1.50000,false,true,0.20530,0.26166,0.72677,0.00384,0.10040,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/stance_01/operator__modular_upper_body__ranged_2h__stance_01__n__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/stance_01/operator__modular_lower_body__ranged_2h__stance_01__n__5f__96.png
ranged_2h__stance_01,n,2,upper+lower,60,70,2344,0.55810,42.328,55.104,-5.172,84,15,11,6,30,0.72917,0.62500,1,1.00000,21,39,35,58,60,0.53846,0.89744,1.48718,1.53846,false,true,0.20386,0.25964,0.73379,0.00384,0.09043,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/stance_01/operator__modular_upper_body__ranged_2h__stance_01__n__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/stance_01/operator__modular_lower_body__ranged_2h__stance_01__n__5f__96.png
ranged_2h__stance_01,n,3,upper+lower,55,69,2224,0.58603,43.295,54.983,-4.205,84,16,11,11,30,0.71875,0.57292,1,1.00000,21,39,33,49,54,0.53846,0.84615,1.25641,1.38462,false,true,0.20397,0.27887,0.72257,0.00405,0.10958,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/stance_01/operator__modular_upper_body__ranged_2h__stance_01__n__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/stance_01/operator__modular_lower_body__ranged_2h__stance_01__n__5f__96.png
ranged_2h__stance_01,n,4,upper+lower,61,69,2357,0.55999,41.971,55.849,-5.529,84,16,11,5,30,0.71875,0.63542,1,1.00000,21,39,35,54,61,0.53846,0.89744,1.38462,1.56410,false,true,0.20222,0.25920,0.73653,0.00424,0.10062,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/stance_01/operator__modular_upper_body__ranged_2h__stance_01__n__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/stance_01/operator__modular_lower_body__ranged_2h__stance_01__n__5f__96.png
ranged_2h__stance_01,n,5,upper+lower,62,70,2394,0.55161,41.192,55.982,-6.308,84,15,11,4,30,0.72917,0.64583,2,0.99958,21,38,34,59,62,0.55263,0.89474,1.55263,1.63158,false,true,0.20272,0.25345,0.73726,0.00376,0.08149,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/stance_01/operator__modular_upper_body__ranged_2h__stance_01__n__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/stance_01/operator__modular_lower_body__ranged_2h__stance_01__n__5f__96.png
ranged_2h__stance_01,se,1,upper+lower,45,72,2017,0.62253,46.009,49.240,-1.491,85,14,10,23,28,0.75000,0.46875,1,1.00000,27,39,35.5,36,37,0.69231,0.91026,0.92308,0.94872,false,true,0.19029,0.36585,0.70897,0.01140,0.08837,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/stance_01/operator__modular_upper_body__ranged_2h__stance_01__se__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/stance_01/operator__modular_lower_body__ranged_2h__stance_01__se__5f__96.png
ranged_2h__stance_01,se,2,upper+lower,43,72,2055,0.66376,46.483,49.616,-1.017,85,14,10,25,28,0.75000,0.44792,1,1.00000,27,40,35.0,35,38,0.67500,0.87500,0.87500,0.95000,false,true,0.19168,0.37389,0.69538,0.01022,0.09922,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/stance_01/operator__modular_upper_body__ranged_2h__stance_01__se__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/stance_01/operator__modular_lower_body__ranged_2h__stance_01__se__5f__96.png
ranged_2h__stance_01,se,3,upper+lower,42,72,2051,0.67824,46.897,50.009,-0.603,85,14,10,26,28,0.75000,0.43750,1,1.00000,27,39,34.5,34,37,0.69231,0.88462,0.87179,0.94872,false,true,0.18859,0.36122,0.70892,0.01121,0.09709,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/stance_01/operator__modular_upper_body__ranged_2h__stance_01__se__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/stance_01/operator__modular_lower_body__ranged_2h__stance_01__se__5f__96.png
ranged_2h__stance_01,se,4,upper+lower,42,73,2045,0.66699,46.348,49.593,-1.152,85,13,10,26,28,0.76042,0.43750,3,0.97751,27,39,36.0,36,38,0.69231,0.92308,0.92308,0.97436,false,true,0.18567,0.36397,0.71149,0.01076,0.10250,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/stance_01/operator__modular_upper_body__ranged_2h__stance_01__se__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/stance_01/operator__modular_lower_body__ranged_2h__stance_01__se__5f__96.png
ranged_2h__stance_01,se,5,upper+lower,43,72,2041,0.65924,46.003,49.670,-1.497,85,14,10,24,29,0.75000,0.44792,1,1.00000,27,39,35.0,36,39,0.69231,0.89744,0.92308,1.00000,false,true,0.18697,0.36673,0.70407,0.00980,0.09307,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/stance_01/operator__modular_upper_body__ranged_2h__stance_01__se__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/stance_01/operator__modular_lower_body__ranged_2h__stance_01__se__5f__96.png
ranged_2h__stance_01,sw,1,upper+lower,43,78,2294,0.68396,49.879,47.442,2.379,85,8,10,30,23,0.81250,0.44792,1,1.00000,28,41,37.5,37,40,0.68293,0.91463,0.90244,0.97561,false,true,0.19252,0.37528,0.69834,0.01090,0.10368,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/stance_01/operator__modular_upper_body__ranged_2h__stance_01__sw__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/stance_01/operator__modular_lower_body__ranged_2h__stance_01__sw__5f__96.png
ranged_2h__stance_01,sw,2,upper+lower,42,78,2274,0.69414,49.866,47.191,2.366,85,8,10,30,24,0.81250,0.43750,1,1.00000,28,42,37.0,37,38,0.66667,0.88095,0.88095,0.90476,false,true,0.19366,0.38117,0.69173,0.01011,0.10911,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/stance_01/operator__modular_upper_body__ranged_2h__stance_01__sw__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/stance_01/operator__modular_lower_body__ranged_2h__stance_01__sw__5f__96.png
ranged_2h__stance_01,sw,3,upper+lower,41,78,2238,0.69981,49.615,47.110,2.115,85,8,10,30,25,0.81250,0.42708,1,1.00000,28,41,37.0,36,37,0.68293,0.90244,0.87805,0.90244,false,true,0.19127,0.37455,0.70107,0.01072,0.11062,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/stance_01/operator__modular_upper_body__ranged_2h__stance_01__sw__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/stance_01/operator__modular_lower_body__ranged_2h__stance_01__sw__5f__96.png
ranged_2h__stance_01,sw,4,upper+lower,42,79,2252,0.67872,50.129,47.001,2.629,85,7,10,30,24,0.82292,0.43750,2,0.97469,27,41,38,34,37,0.65854,0.92683,0.82927,0.90244,false,true,0.19013,0.37658,0.70249,0.01066,0.11607,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/stance_01/operator__modular_upper_body__ranged_2h__stance_01__sw__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/stance_01/operator__modular_lower_body__ranged_2h__stance_01__sw__5f__96.png
ranged_2h__stance_01,sw,5,upper+lower,41,78,2263,0.70763,50.292,47.253,2.792,85,8,10,31,24,0.81250,0.42708,1,1.00000,28,41,36.5,35,39,0.68293,0.89024,0.85366,0.95122,false,true,0.19017,0.37642,0.69951,0.01016,0.11088,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/stance_01/operator__modular_upper_body__ranged_2h__stance_01__sw__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/stance_01/operator__modular_lower_body__ranged_2h__stance_01__sw__5f__96.png
ranged_2h__stance_01,w,1,upper+lower,42,75,1958,0.62159,49.263,47.611,1.763,84,10,11,27,27,0.78125,0.43750,1,1.00000,23,42,35,31,36,0.54762,0.83333,0.73810,0.85714,false,true,0.20654,0.38610,0.68488,0.01992,0.09007,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/stance_01/operator__modular_upper_body__ranged_2h__stance_01__w__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/stance_01/operator__modular_lower_body__ranged_2h__stance_01__w__5f__96.png
ranged_2h__stance_01,w,2,upper+lower,43,74,1988,0.62476,48.390,48.217,0.890,84,11,11,26,27,0.77083,0.44792,1,1.00000,24,42,35.0,32,36,0.57143,0.83333,0.76190,0.85714,false,true,0.20644,0.38816,0.69316,0.01962,0.09942,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/stance_01/operator__modular_upper_body__ranged_2h__stance_01__w__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/stance_01/operator__modular_lower_body__ranged_2h__stance_01__w__5f__96.png
ranged_2h__stance_01,w,3,upper+lower,43,75,2022,0.62698,48.778,47.547,1.278,84,10,11,26,27,0.78125,0.44792,1,1.00000,25,43,35,31,36,0.58140,0.81395,0.72093,0.83721,false,true,0.20795,0.40324,0.69337,0.02176,0.08012,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/stance_01/operator__modular_upper_body__ranged_2h__stance_01__w__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/stance_01/operator__modular_lower_body__ranged_2h__stance_01__w__5f__96.png
ranged_2h__stance_01,w,4,upper+lower,44,76,2008,0.60048,48.274,47.391,0.774,84,9,11,25,27,0.79167,0.45833,1,1.00000,24,42,33,31,36,0.57143,0.78571,0.73810,0.85714,false,true,0.21022,0.39271,0.68177,0.02042,0.08290,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/stance_01/operator__modular_upper_body__ranged_2h__stance_01__w__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/stance_01/operator__modular_lower_body__ranged_2h__stance_01__w__5f__96.png
ranged_2h__stance_01,w,5,upper+lower,43,76,1999,0.61169,48.859,47.367,1.359,84,9,11,26,27,0.79167,0.44792,1,1.00000,23,43,31,31,36,0.53488,0.72093,0.72093,0.83721,false,true,0.20846,0.38904,0.68384,0.02001,0.08362,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/ranged_2h/stance_01/operator__modular_upper_body__ranged_2h__stance_01__w__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/ranged_2h/stance_01/operator__modular_lower_body__ranged_2h__stance_01__w__5f__96.png
ranged__stance_01,e,1,full,52,75,1976,0.50667,50.068,50.156,2.568,83,9,12,29,15,0.78125,0.54167,12,0.99342,38,51,39,51,38,0.74510,0.76471,1.00000,0.74510,false,true,0.16353,0.44278,0.76670,0.02480,0.12077,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/ranged_2h/operator__body__ranged__stance_01__e__12f__96.png
ranged__stance_01,e,2,full,54,75,2021,0.49901,49.903,49.557,2.403,83,9,12,27,15,0.78125,0.56250,7,0.99604,26,52,39,51,40,0.50000,0.75000,0.98077,0.76923,false,true,0.16137,0.44259,0.77288,0.02375,0.12056,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/ranged_2h/operator__body__ranged__stance_01__e__12f__96.png
ranged__stance_01,e,3,full,54,75,2021,0.49901,49.903,49.557,2.403,83,9,12,27,15,0.78125,0.56250,7,0.99604,26,52,39,51,40,0.50000,0.75000,0.98077,0.76923,false,true,0.16137,0.44259,0.77288,0.02375,0.12056,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/ranged_2h/operator__body__ranged__stance_01__e__12f__96.png
ranged__stance_01,e,4,full,52,75,1991,0.51051,50.108,49.832,2.608,83,9,12,29,15,0.78125,0.54167,6,0.99598,26,52,39,51,38,0.50000,0.75000,0.98077,0.73077,false,true,0.16283,0.44576,0.77097,0.02411,0.12056,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/ranged_2h/operator__body__ranged__stance_01__e__12f__96.png
ranged__stance_01,e,5,full,52,72,1954,0.52190,49.840,50.035,2.340,83,12,12,29,15,0.75000,0.54167,7,0.99642,26,51,40.5,51,37,0.50980,0.79412,1.00000,0.72549,false,true,0.16366,0.44575,0.76714,0.02508,0.12984,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/ranged_2h/operator__body__ranged__stance_01__e__12f__96.png
ranged__stance_01,e,6,full,51,72,1940,0.52832,50.118,49.914,2.618,83,12,12,30,15,0.75000,0.53125,7,0.99639,26,51,40.5,51,35,0.50980,0.79412,1.00000,0.68627,false,true,0.16450,0.44682,0.76546,0.02526,0.13052,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/ranged_2h/operator__body__ranged__stance_01__e__12f__96.png
ranged__stance_01,e,7,full,51,72,1973,0.53731,50.109,49.431,2.609,83,12,12,30,15,0.75000,0.53125,6,0.99645,26,51,40.5,51,35,0.50980,0.79412,1.00000,0.68627,false,true,0.16422,0.44660,0.76635,0.02484,0.12523,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/ranged_2h/operator__body__ranged__stance_01__e__12f__96.png
ranged__stance_01,e,8,full,52,72,1987,0.53072,49.843,49.570,2.343,83,12,12,29,15,0.75000,0.54167,6,0.99648,26,51,40.5,51,37,0.50980,0.79412,1.00000,0.72549,false,true,0.16319,0.44439,0.76799,0.02466,0.12515,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/ranged_2h/operator__body__ranged__stance_01__e__12f__96.png
ranged__stance_01,e,9,full,52,75,1981,0.50795,50.211,50.274,2.711,83,9,12,29,15,0.78125,0.54167,7,0.99394,26,40,35,51,38,0.65000,0.87500,1.27500,0.95000,false,true,0.16210,0.43897,0.77133,0.02524,0.11439,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/ranged_2h/operator__body__ranged__stance_01__e__12f__96.png
ranged__stance_01,e,10,full,52,75,1979,0.50744,50.193,50.309,2.693,83,9,12,29,15,0.78125,0.54167,7,0.99343,26,40,34,51,38,0.65000,0.85000,1.27500,0.95000,false,true,0.16216,0.43955,0.77059,0.02527,0.11757,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/ranged_2h/operator__body__ranged__stance_01__e__12f__96.png
ranged__stance_01,e,11,full,52,75,2003,0.51359,49.970,49.887,2.470,83,9,12,29,15,0.78125,0.54167,6,0.99551,26,40,34,51,38,0.65000,0.85000,1.27500,0.95000,false,true,0.16097,0.43768,0.77334,0.02496,0.11507,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/ranged_2h/operator__body__ranged__stance_01__e__12f__96.png
ranged__stance_01,e,12,full,52,75,1976,0.50667,50.068,50.156,2.568,83,9,12,29,15,0.78125,0.54167,12,0.99342,38,51,39,51,38,0.74510,0.76471,1.00000,0.74510,false,true,0.16353,0.44278,0.76670,0.02480,0.12077,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/body/ranged_2h/operator__body__ranged__stance_01__e__12f__96.png
sidearm__draw_sidearm_01,ne,1,upper+lower,38,69,1837,0.70061,44.313,52.435,-3.187,84,16,11,26,32,0.71875,0.39583,1,1.00000,20,37,35,37,38,0.54054,0.94595,1.00000,1.02703,false,true,0.22302,0.32040,0.63473,0.00871,0.11346,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/sidearm/draw_sidearm_01/operator__modular_upper_body__sidearm__draw_sidearm_01__ne__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/sidearm/draw_sidearm_01/operator__modular_lower_body__sidearm__draw_sidearm_01__ne__5f__96.png
sidearm__draw_sidearm_01,ne,2,upper+lower,41,71,1963,0.67434,43.924,50.661,-3.576,84,14,11,23,32,0.73958,0.42708,1,1.00000,28,40,38.0,37,38,0.70000,0.95000,0.92500,0.95000,false,true,0.21788,0.30744,0.64901,0.00662,0.12022,/home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/upper_body/actions/sidearm/draw_sidearm_01/operator__modular_upper_body__sidearm__draw_sidearm_01__ne__5f__96.png + /home//braydenchaffee/Projects/CUSTODIAN/custodian/content/sprites/operator/runtime/modules/new_operator/lower_body/actions/sidearm/draw_sidearm_01/operator__modular_lower_body__sidearm__draw_sidearm_01__ne__5f__96.png
